"Page path level 3";"Page Title";"Pageviews";"Unique Pageviews";"Avg. Time on Page";"Bounce Rate";"% Exit"
"/at42qt1010-capacitive-touch-breakout-hookup-guide/";"Discuss Tutorial: AT42QT1010 Capacitive Touch Breakout Hookup Guide - learn.sparkfun.com";123;123;"00:00:31";"0.00%";"0.00%"
"/badgerhack/";"Discuss Tutorial: BadgerHack - learn.sparkfun.com";123;123;"00:00:07";"0.00%";"0.00%"
"/bare-conductive-musical-painting-/";"Bare Conductive Musical Painting - learn.sparkfun.com";123;123;"00:00:00";"100.00%";"100.00%"
"/bc118-ble-mate-2-hookup-guide/";"Discuss Tutorial: BC118 BLE Mate 2 Hookup Guide - learn.sparkfun.com";123;123;"00:00:39";"0.00%";"0.00%"
"/beaglebone-black-proto-cape-hookup-guide/";"Discuss Tutorial: BeagleBone Black Proto Cape Hookup Guide - learn.sparkfun.com";123;123;"00:00:06";"0.00%";"0.00%"
"/benchtop-power-board-kit-hookup-guide/";"Discuss Tutorial: Benchtop Power Board Kit Hookup Guide - learn.sparkfun.com";123;123;"00:00:31";"0.00%";"0.00%"
"/bi-directional-logic-level-converter-hookup-guide/";"Discuss Tutorial: Bi-Directional Logic Level Converter Hookup Guide - learn.sparkfun.com";123;123;"00:00:11";"0.00%";"0.00%"
"/bmp180-barometric-pressure-sensor-hookup-/";"Discuss Tutorial: BMP180 Barometric Pressure Sensor Hookup - learn.sparkfun.com";123;123;"00:00:00";"0.00%";"100.00%"
"/build-an-auduino-step-sequencer/";"Discuss Tutorial: Build an Auduino Step Sequencer - learn.sparkfun.com";123;123;"00:00:00";"0.00%";"100.00%"
"/button-pad-hookup-guide/";"Button Pad Hookup Guide - learn.sparkfun.com";123;123;"00:00:13";"0.00%";"0.00%"
"/button-pad-hookup-guide/";"Discuss Tutorial: Button Pad Hookup Guide - learn.sparkfun.com";123;123;"00:00:04";"0.00%";"0.00%"
"/cackling-apple-head-witch/";"Cackling Apple Head Witch - learn.sparkfun.com";123;123;"00:00:00";"100.00%";"100.00%"
"/capacitor-kit-identification-guide/";"Capacitor Kit Identification Guide - learn.sparkfun.com";123;123;"00:00:00";"100.00%";"100.00%"
"/capacitors/";"(not set)";123;123;"00:00:00";"100.00%";"100.00%"
"/connecting-arduino-to-processing/";"BZZZZZZZZT - SparkFun Electronics";123;123;"00:00:00";"100.00%";"100.00%"
"/copernicus-ii-hookup-guide/";"Discuss Tutorial: Copernicus II Hookup Guide - learn.sparkfun.com";123;123;"00:00:04";"0.00%";"0.00%"
"/customizing-lilypad-led-colors/";"Customizing LilyPad LED Colors - learn.sparkfun.com";123;123;"00:00:00";"100.00%";"100.00%"
"/designing-pcbs-advanced-smd/";"Discuss Tutorial: Designing PCBs: Advanced SMD - learn.sparkfun.com";123;123;"00:00:00";"100.00%";"100.00%"
"/diodes/";"9.36 MB: Diodes - learn.sparkfun.com";123;123;"00:00:00";"100.00%";"100.00%"
"/diodes/";"Discuss Tutorial: Diodes - learn.sparkfun.com";123;123;"00:00:17";"0.00%";"0.00%"
"/electric-imp-breakout-hookup-guide---retired/";"Electric Imp Breakout Hookup Guide - Retired - learn.sparkfun.com";123;123;"00:00:00";"100.00%";"100.00%"
"/esp8266-thing-development-board-hookup-guide/";"Discuss Tutorial: ESP8266 Thing Development Board Hookup Guide - learn.sparkfun.com";123;123;"00:00:00";"100.00%";"100.00%"
"/femtobuck-constant-current-led-driver-hookup-guide-v12/";"FemtoBuck Constant Current LED Driver Hookup Guide V12 - learn.sparkfun.com";123;123;"00:00:00";"100.00%";"100.00%"
"/flir-lepton-hookup-guide/";"Discuss Tutorial: FLIR Lepton Hookup Guide - learn.sparkfun.com";123;123;"00:00:00";"0.00%";"100.00%"
"/flir-lepton-hookup-guide/";"FLIR Lepton Hookup Guide - learn.sparkfun.com";123;123;"00:00:00";"100.00%";"100.00%"
"/freesoc2-introduction/";"Discuss Tutorial: FreeSoC2 Introduction - learn.sparkfun.com";123;123;"00:00:07";"0.00%";"0.00%"
"/ftdi-smartbasic-hookup-guide/";"FTDI SmartBasic Hookup Guide - learn.sparkfun.com";123;123;"00:00:00";"100.00%";"100.00%"
"/general-guide-to-sparkfun-blocks-for-intel-edison/";"General Guide to SparkFun Blocks for Intel® Edison - learn.sparkfun.com";123;123;"00:00:00";"0.00%";"100.00%"
"/getting-started-with-the-autodriver/";"Discuss Tutorial: Getting Started with the AutoDriver - learn.sparkfun.com";123;123;"00:00:32";"0.00%";"0.00%"
"/getting-started-with-the-redbot/";"ERROR - 404 - NOT FOUND - learn.sparkfun.com";123;123;"00:00:10";"0.00%";"0.00%"
"/gps-shield-hookup-guide/";"GPS Shield Hookup Guide - learn.sparkfun.com";123;123;"00:00:00";"100.00%";"100.00%"
"/gyroscope/";"Discuss Tutorial: Gyroscope - learn.sparkfun.com";123;123;"00:03:38";"0.00%";"0.00%"
"/hackers-in-residence-the-sound-visualizer/";"Hackers in Residence: The Sound Visualizer - learn.sparkfun.com";123;123;"00:00:00";"100.00%";"100.00%"
"/hacking-the-mip---proto-back/";"Hacking the MiP - Proto Back - learn.sparkfun.com";123;123;"00:00:00";"100.00%";"100.00%"
"/hid-control-of-a-web-page/";"HID Control of a Web Page - learn.sparkfun.com";123;123;"00:00:00";"100.00%";"100.00%"
"/how-chip-on-boards-are-made/";"How Chip-On-Boards are Made - learn.sparkfun.com";123;123;"00:00:00";"0.00%";"100.00%"
"/how-lithium-polymer-batteries-are-made/";"Discuss Tutorial: How Lithium Polymer Batteries are Made - learn.sparkfun.com";123;123;"00:01:22";"0.00%";"0.00%"
"/how-to-read-a-schematic/";"Discuss Tutorial: How to Read a Schematic - learn.sparkfun.com";123;123;"00:00:00";"0.00%";"100.00%"
"/how-to-solder---through-hole-soldering/";"BZZZZZZZZT - SparkFun Electronics";123;123;"00:00:00";"0.00%";"100.00%"
"/how-to-solder---through-hole-soldering/";"Discuss Tutorial: How to Solder - Through-hole Soldering - learn.sparkfun.com";123;123;"00:00:03";"0.00%";"0.00%"
"/how-to-use-a-breadboard/";"Discuss Tutorial: How to Use a Breadboard - learn.sparkfun.com";123;123;"00:00:10";"0.00%";"0.00%"
"/installing-arduino-ide/";"Discuss Tutorial: Installing Arduino IDE - learn.sparkfun.com";123;123;"00:00:00";"100.00%";"100.00%"
"/installing-libmraa-on-ubilinux-for-edison/";"Discuss Tutorial: Installing libmraa on Ubilinux for Edison - learn.sparkfun.com";123;123;"00:00:00";"0.00%";"100.00%"
"/installing-libmraa-on-ubilinux-for-edison/";"Installing libmraa on Ubilinux for Edison - learn.sparkfun.com";123;123;"00:00:00";"0.00%";"100.00%"
"/introducing-the-lilypad-design-kit/";"Introducing the LilyPad Design Kit! - learn.sparkfun.com";123;123;"00:00:00";"100.00%";"100.00%"
"/ir-control-kit-hookup-guide/";"Discuss Tutorial: IR Control Kit Hookup Guide - learn.sparkfun.com";123;123;"00:00:00";"100.00%";"100.00%"
"/ldk-experiment-2-multiple-led-circuits/";"LDK Experiment 2: Multiple LED Circuits - learn.sparkfun.com";123;123;"00:00:00";"100.00%";"100.00%"
"/let-it-glow-holiday-cards/";"Discuss Tutorial: Let It Glow Holiday Cards - learn.sparkfun.com";123;123;"00:00:18";"0.00%";"0.00%"
"/light-emitting-diodes-leds/";"Discuss Tutorial: Light-emitting Diodes (LEDs) - learn.sparkfun.com";123;123;"00:00:00";"100.00%";"100.00%"
"/lilypad-light-sensor-hookup-guide/";"Discuss Tutorial: LilyPad Light Sensor Hookup Guide - learn.sparkfun.com";123;123;"00:00:03";"0.00%";"0.00%"
"/lilytiny-plush-monster/";"LilyTiny Plush Monster - learn.sparkfun.com";123;123;"00:00:00";"100.00%";"100.00%"
"/lockitron-hardware-hookup-guide/";"Lockitron Hardware Hookup Guide - learn.sparkfun.com";123;123;"00:00:00";"0.00%";"100.00%"
"/logicblocks--digital-logic-introduction/";"Discuss Tutorial: LogicBlocks & Digital Logic Introduction - learn.sparkfun.com";123;123;"00:00:05";"0.00%";"0.00%"
"/lsm303c-6dof-hookup-guide/";"LSM303C 6DoF Hookup Guide - learn.sparkfun.com";123;123;"00:00:00";"100.00%";"100.00%"
"/lsm6ds3-breakout-hookup-guide/";"LSM6DS3 Breakout Hookup Guide - learn.sparkfun.com";123;123;"00:00:00";"100.00%";"100.00%"
"/lsm9ds1-breakout-hookup-guide/";"Discuss Tutorial: LSM9DS1 Breakout Hookup Guide - learn.sparkfun.com";123;123;"00:00:00";"0.00%";"100.00%"
"/ltc4150-coulomb-counter-hookup-guide/";"Discuss Tutorial: LTC4150 Coulomb Counter Hookup Guide - learn.sparkfun.com";123;123;"00:00:22";"0.00%";"0.00%"
"/mg2639-cellular-shield-hookup-guide/";"Discuss Tutorial: MG2639 Cellular Shield Hookup Guide - learn.sparkfun.com";123;123;"00:00:06";"0.00%";"0.00%"
"/micro-oled-breakout-hookup-guide/";"ERROR - 404 - NOT FOUND - learn.sparkfun.com";123;123;"00:00:18";"0.00%";"0.00%"
"/midi-tutorial/";"Discuss Tutorial: MIDI Tutorial - learn.sparkfun.com";123;123;"00:00:03";"0.00%";"0.00%"
"/mini-fet-shield-hookup-guide/";"Discuss Tutorial: Mini FET Shield Hookup Guide - learn.sparkfun.com";123;123;"00:00:02";"0.00%";"0.00%"
"/mlx90614-ir-thermometer-hookup-guide/";"MLX90614 IR Thermometer Hookup Guide - learn.sparkfun.com";123;123;"00:00:00";"100.00%";"100.00%"
"/motors-and-selecting-the-right-one/";"Discuss Tutorial: Motors and Selecting the Right One - learn.sparkfun.com";123;123;"00:00:00";"100.00%";"100.00%"
"/mp3-player-shield-hookup-guide-v15/";"Discuss Tutorial: MP3 Player Shield Hookup Guide V15 - learn.sparkfun.com";123;123;"00:00:05";"0.00%";"0.00%"
"/mpr121-hookup-guide/";"Discuss Tutorial: MPR121 Hookup Guide - learn.sparkfun.com";123;123;"00:01:22";"0.00%";"0.00%"
"/obd-ii-uart-hookup-guide/";"Discuss Tutorial: OBD II Uart Hookup Guide - learn.sparkfun.com";123;123;"00:00:00";"100.00%";"100.00%"
"/obd-ii-uart-hookup-guide/";"ERROR - 404 - NOT FOUND - learn.sparkfun.com";123;123;"00:00:00";"100.00%";"100.00%"
"/pcduino-crowdsource-kiosk/";"pcDuino Crowdsource Kiosk - learn.sparkfun.com";123;123;"00:00:00";"100.00%";"100.00%"
"/photon-weather-shield-hookup-guide-retired/";"Discuss Tutorial: Photon Weather Shield Hookup Guide RETIRED - learn.sparkfun.com";123;123;"00:00:00";"100.00%";"100.00%"
"/photon-weather-shield-hookup-guide/";"BZZZZZZZZT - SparkFun Electronics";123;123;"00:00:00";"100.00%";"100.00%"
"/photon-weather-shield-hookup-guide/";"Discuss Tutorial: Photon Weather Shield Hookup Guide - learn.sparkfun.com";123;123;"00:01:47";"0.00%";"0.00%"
"/polarity/";"BZZZZZZZZT - SparkFun Electronics";123;123;"00:00:00";"100.00%";"100.00%"
"/pro-micro–fio-v3-hookup-guide/";"ERROR - 404 - NOT FOUND - learn.sparkfun.com";123;123;"00:00:00";"100.00%";"100.00%"
"/programming-fpgas-papilio-pro/";"Programming FPGAs: Papilio Pro - learn.sparkfun.com";123;123;"00:00:00";"100.00%";"100.00%"
"/programming-the-intel-edison-beyond-the-arduino-ide/";"Discuss Tutorial: Programming the Intel® Edison: Beyond the Arduino IDE - learn.sparkfun.com";123;123;"00:00:00";"100.00%";"100.00%"
"/programming-the-pcduino/";"Discuss Tutorial: Programming the pcDuino - learn.sparkfun.com";123;123;"00:00:00";"100.00%";"100.00%"
"/raspberry-pi-twitter-monitor/";"Discuss Tutorial: Raspberry Pi Twitter Monitor - learn.sparkfun.com";123;123;"00:00:00";"100.00%";"100.00%"
"/re-programming-the-lilytiny--lilytwinkle/";"Re-Programming the LilyTiny / LilyTwinkle - learn.sparkfun.com";123;123;"00:00:00";"100.00%";"100.00%"
"/reaction-timer/";"Reaction Timer - learn.sparkfun.com";123;123;"00:00:00";"100.00%";"100.00%"
"/redboard-vs-uno/";"Discuss Tutorial: RedBoard vs. Uno - learn.sparkfun.com";123;123;"00:00:06";"0.00%";"0.00%"
"/redbot-assembly-guide-rev-02/";"Discuss Tutorial: RedBot Assembly Guide Rev 02 - learn.sparkfun.com";123;123;"00:00:00";"0.00%";"100.00%"
"/redbot-assembly-guide-rev-02/";"ERROR - 404 - NOT FOUND - learn.sparkfun.com";123;123;"00:00:10";"0.00%";"0.00%"
"/resistors/";"BZZZZZZZZT - SparkFun Electronics";123;123;"00:00:00";"0.00%";"100.00%"
"/rgb-panel-jumbotron/";"RGB Panel Jumbotron - learn.sparkfun.com";123;123;"00:00:00";"0.00%";"100.00%"
"/robertsonics.com/";"ERROR - 404 - NOT FOUND - learn.sparkfun.com";123;123;"00:00:03";"0.00%";"0.00%"
"/series-and-parallel-circuits/";"Discuss Tutorial: Series and Parallel Circuits - learn.sparkfun.com";123;123;"00:00:12";"0.00%";"0.00%"
"/series-and-parallel-circuits/";"ERROR - 404 - NOT FOUND - learn.sparkfun.com";123;123;"00:00:00";"0.00%";"100.00%"
"/sewing-with-conductive-thread/";"Discuss Tutorial: Sewing with Conductive Thread - learn.sparkfun.com";123;123;"00:00:00";"0.00%";"100.00%"
"/shift-registers/";"Discuss Tutorial: Shift Registers - learn.sparkfun.com";123;123;"00:00:11";"0.00%";"0.00%"
"/sik-experiment-guide-for-arduino---v32/";"Discuss Tutorial: SIK Experiment Guide for Arduino - V3.2 - learn.sparkfun.com";123;123;"00:00:08";"0.00%";"0.00%"
"/sparkfun-blocks-for-intel-edison---9-degrees-of-freedom-block-/";"Discuss Tutorial: SparkFun Blocks for Intel® Edison - 9 Degrees of Freedom Block - learn.sparkfun.com";123;123;"00:00:20";"0.00%";"0.00%"
"/sparkfun-blocks-for-intel-edison---adc-v20/";"SparkFun Blocks for Intel® Edison - ADC V20 - learn.sparkfun.com";123;123;"00:00:00";"100.00%";"100.00%"
"/sparkfun-blocks-for-intel-edison---base-block-/";"Discuss Tutorial: SparkFun Blocks for Intel® Edison - Base Block - learn.sparkfun.com";123;123;"00:00:11";"0.00%";"0.00%"
"/sparkfun-blocks-for-intel-edison---i2c-breakout-block/";"SparkFun Blocks for Intel® Edison - I2C Breakout Block - learn.sparkfun.com";123;123;"00:00:00";"100.00%";"100.00%"
"/sparkfun-blocks-for-intel-edison---oled-block-/";"Discuss Tutorial: SparkFun Blocks for Intel® Edison - OLED Block - learn.sparkfun.com";123;123;"00:03:58";"0.00%";"0.00%"
"/sparkfun-blocks-for-intel-edison---pi-block/";"Discuss Tutorial: SparkFun Blocks for Intel® Edison - Pi Block - learn.sparkfun.com";123;123;"00:00:07";"0.00%";"0.00%"
"/sparkfun-blocks-for-intel-edison---pi-block/";"SparkFun Blocks for Intel® Edison - Pi Block - learn.sparkfun.com";123;123;"00:27:09";"0.00%";"0.00%"
"/sparkfun-blocks-for-intel-edison---pwm/";"Discuss Tutorial: SparkFun Blocks for Intel® Edison - PWM - learn.sparkfun.com";123;123;"00:00:41";"0.00%";"0.00%"
"/sparkfun-blocks-for-intel-edison---pwm/";"SparkFun Blocks for Intel® Edison - PWM - learn.sparkfun.com";123;123;"00:00:00";"0.00%";"100.00%"
"/sparkfun-blocks-for-intel-edison---uart-block/";"Discuss Tutorial: SparkFun Blocks for Intel® Edison - UART Block - learn.sparkfun.com";123;123;"00:00:00";"100.00%";"100.00%"
"/sparkfun-bme280-breakout-hookup-guide/";"Discuss Tutorial: SparkFun BME280 Breakout Hookup Guide - learn.sparkfun.com";123;123;"00:00:00";"0.00%";"100.00%"
"/sparkfun-rfid-starter-kit-hookup-guide/";"SparkFun RFID Starter Kit Hookup Guide - learn.sparkfun.com";123;123;"00:00:00";"100.00%";"100.00%"
"/sparkpunk-sequencer-theory-and-applications-guide/";"SparkPunk Sequencer Theory and Applications Guide - learn.sparkfun.com";123;123;"00:00:00";"0.00%";"100.00%"
"/sunny-buddy-solar-charger-hookup-guide/";"Sunny Buddy Solar Charger Hookup Guide - learn.sparkfun.com";123;123;"00:00:00";"100.00%";"100.00%"
"/switch-basics/";"BZZZZZZZZT - SparkFun Electronics";123;123;"00:00:00";"100.00%";"100.00%"
"/switch-basicshttp:/";"ERROR - 404 - NOT FOUND - learn.sparkfun.com";123;123;"00:00:26";"0.00%";"0.00%"
"/sx1509-io-expander-breakout-hookup-guide/";"SX1509 I/O Expander Breakout Hookup Guide - learn.sparkfun.com";123;123;"00:16:42";"0.00%";"0.00%"
"/tags/";"BZZZZZZZZT - SparkFun Electronics";123;123;"00:00:29";"0.00%";"0.00%"
"/tags/";"Capacitive Touch | Tutorials - learn.sparkfun.com";123;123;"00:00:00";"0.00%";"100.00%"
"/tags/";"Cellular | Tutorials - learn.sparkfun.com";123;123;"00:00:09";"0.00%";"0.00%"
"/tags/";"Input Devices | Tutorials - learn.sparkfun.com";123;123;"00:00:14";"0.00%";"0.00%"
"/tags/";"Shapeoko | Tutorials - learn.sparkfun.com";123;123;"00:00:53";"0.00%";"0.00%"
"/tags/";"Teensy | Tutorials - learn.sparkfun.com";123;123;"00:00:06";"0.00%";"0.00%"
"/terminal-basics/";"Serial Terminal Basics - learn.sparkfun.com - CKeyboard Hide";123;123;"00:00:00";"100.00%";"100.00%"
"/tiny-avr-programmer-hookup-guide/";"Discuss Tutorial: Tiny AVR Programmer Hookup Guide - learn.sparkfun.com";123;123;"00:06:16";"0.00%";"0.00%"
"/transistors/";"ERROR - 404 - NOT FOUND - learn.sparkfun.com";123;123;"00:00:41";"0.00%";"0.00%"
"/using-atts-m2x-with-the-cc3000/";"Discuss Tutorial: Using AT&T's M2X With the CC3000 - learn.sparkfun.com";123;123;"00:00:00";"100.00%";"100.00%"
"/using-eagle-board-layout/";"ERROR - 404 - NOT FOUND - learn.sparkfun.com";123;123;"00:00:17";"0.00%";"0.00%"
"/using-the-logic-level-converter/";"Discuss Tutorial: Using the Logic Level Converter - learn.sparkfun.com";123;123;"00:00:12";"0.00%";"0.00%"
"/using-the-sparkfun-picoboard-and-scratch/";"Using the SparkFun PicoBoard and Scratch - learn.sparkfun.com";123;123;"00:00:00";"100.00%";"100.00%"
"/vl6180-hookup-guide/";"Discuss Tutorial: VL6180 Hookup Guide - learn.sparkfun.com";123;123;"00:05:24";"0.00%";"0.00%"
"/what-is-a-circuitwww.edu.pe.ca/";"ERROR - 404 - NOT FOUND - learn.sparkfun.com";123;123;"00:05:06";"0.00%";"0.00%"
"/what-is-an-arduino/";"Discuss Tutorial: What is an Arduino? - learn.sparkfun.com";123;123;"00:02:27";"0.00%";"0.00%"
"/where-do-i-start/";"Where Do I Start? - learn.sparkfun.com";123;123;"00:00:00";"100.00%";"100.00%"
"/wifly-shield-hookup-guide/";"Discuss Tutorial: WiFly Shield Hookup Guide - learn.sparkfun.com";123;123;"00:00:31";"0.00%";"0.00%"
"/working-with-wire/";"Discuss Tutorial: Working with Wire - learn.sparkfun.com";123;123;"00:00:08";"0.00%";"0.00%"
"/ws2812-breakout-hookup-guide/";"Discuss Tutorial: WS2812 Breakout Hookup Guide - learn.sparkfun.com";123;123;"00:01:47";"0.00%";"0.00%"
"/zx-distance-and-gesture-sensor-hookup-guide/";"Discuss Tutorial: ZX Distance and Gesture Sensor Hookup Guide - learn.sparkfun.com";123;123;"00:00:00";"100.00%";"100.00%"
